id,district,year,treat,soda
84,"City Hall",2025,0,556.5405
85,"City Hall",2024,0,506.2513
85,"City Hall",2025,0,545.8779
86,"City Hall",2024,0,553.8639
86,"City Hall",2025,0,562.2927
87,"City Hall",2024,0,479.631
87,"City Hall",2025,0,554.8209
88,"City Hall",2024,0,555.101
88,"City Hall",2025,0,546.7735
89,"City Hall",2024,0,491.0224
89,"City Hall",2025,0,535.7417
90,"City Hall",2024,0,551.8273
90,"City Hall",2025,0,537.463
91,"City Hall",2024,0,497.823
91,"City Hall",2025,0,522.1808
92,"City Hall",2024,0,543.1824
92,"City Hall",2025,0,550.9933
93,"City Hall",2024,0,509.4391
93,"City Hall",2025,0,487.1024
94,"City Hall",2024,0,540.4131
94,"City Hall",2025,0,525.0172
95,"City Hall",2024,0,511.252
95,"City Hall",2025,0,473.9042
96,"City Hall",2024,0,557.9854
96,"City Hall",2025,0,505.9874
97,"City Hall",2024,0,539.9353
97,"City Hall",2025,0,575.98
98,"City Hall",2024,0,508.1509
98,"City Hall",2025,0,521.0517
99,"City Hall",2024,0,549.2345
99,"City Hall",2025,0,539.105
100,"City Hall",2024,0,544.9001
100,"City Hall",2025,0,492.1762
101,"City Hall",2024,0,545.9
101,"City Hall",2025,0,550.6028
102,"City Hall",2024,0,545.6884
102,"City Hall",2025,0,532.6548
103,"City Hall",2024,0,453.4939
103,"City Hall",2025,0,498.393
104,"City Hall",2024,0,571.7029
104,"City Hall",2025,0,559.0588
105,"City Hall",2024,0,496.6257
105,"City Hall",2025,0,510.472
106,"City Hall",2024,0,535.718
106,"City Hall",2025,0,530.9017
107,"City Hall",2024,0,546.7639
107,"City Hall",2025,0,547.3574
108,"City Hall",2024,0,534.7894
108,"City Hall",2025,0,511.4526
109,"City Hall",2024,0,567.7565
109,"City Hall",2025,0,540.2
110,"City Hall",2024,0,522.8567
110,"City Hall",2025,0,540.4503
111,"City Hall",2024,0,496.6291
111,"City Hall",2025,0,525.6533
112,"City Hall",2024,0,547.7698
112,"City Hall",2025,0,536.0273
113,"City Hall",2024,0,536.2531
113,"City Hall",2025,0,530.9697
114,"City Hall",2024,0,475.6803
114,"City Hall",2025,0,514.8722
115,"City Hall",2024,0,516.0281
115,"City Hall",2025,0,511.2803
116,"City Hall",2024,0,515.9022
116,"City Hall",2025,0,533.9981
117,"City Hall",2024,0,529.7621
117,"City Hall",2025,0,506.6668
118,"City Hall",2024,0,537.8103
118,"City Hall",2025,0,554.2363
119,"City Hall",2024,0,522.6664
119,"City Hall",2025,0,542.9512
120,"City Hall",2024,0,550.1293
120,"City Hall",2025,0,534.9292
121,"City Hall",2024,0,516.8186
121,"City Hall",2025,0,544.5729
122,"City Hall",2024,0,523.9025
122,"City Hall",2025,0,520.6237
123,"City Hall",2024,0,473.6828
123,"City Hall",2025,0,555.3131
124,"City Hall",2024,0,501.0633
124,"City Hall",2025,0,545.123
125,"City Hall",2024,0,548.8266
125,"City Hall",2025,0,572.2783
126,"City Hall",2024,0,493.6201
126,"City Hall",2025,0,513.4308
127,"City Hall",2024,0,513.1159
127,"City Hall",2025,0,543.3163
128,"City Hall",2024,0,543.8111
128,"City Hall",2025,0,566.6485
129,"City Hall",2024,0,508.441
129,"City Hall",2025,0,532.8141
130,"City Hall",2024,0,563.1402
130,"City Hall",2025,0,558.265
131,"City Hall",2024,0,540.4966
131,"City Hall",2025,0,489.1668
132,"City Hall",2024,0,532.239
132,"City Hall",2025,0,543.7092
133,"City Hall",2024,0,518.8408
133,"City Hall",2025,0,516.0983
134,"City Hall",2024,0,534.2316
134,"City Hall",2025,0,552.043
135,"City Hall",2024,0,533.2371
135,"City Hall",2025,0,522.8583
136,"City Hall",2024,0,539.2504
136,"City Hall",2025,0,525.9661
137,"City Hall",2024,0,529.2471
137,"City Hall",2025,0,562.6625
138,"City Hall",2024,0,522.6517
138,"City Hall",2025,0,538.207
139,"City Hall",2024,0,517.382
139,"City Hall",2025,0,572.3422
140,"City Hall",2024,0,545.1769
140,"City Hall",2025,0,493.8888
141,"City Hall",2024,0,538.1851
141,"City Hall",2025,0,529.6391
142,"City Hall",2024,0,530.5779
142,"City Hall",2025,0,535.657
143,"City Hall",2024,0,536.8042
143,"City Hall",2025,0,549.6055
144,"City Hall",2024,0,530.8344
144,"City Hall",2025,0,510.1065
145,"City Hall",2024,0,547.3242
145,"City Hall",2025,0,521.774
146,"City Hall",2024,0,579.2405
146,"City Hall",2025,0,525.4875
147,"City Hall",2024,0,584.8718
147,"City Hall",2025,0,537.2646
148,"City Hall",2024,0,519.1045
148,"City Hall",2025,0,506.3672
149,"City Hall",2024,0,560.1559
149,"City Hall",2025,0,545.0408
150,"City Hall",2024,0,497.0717
150,"City Hall",2025,0,533.6533
151,"City Hall",2024,0,507.8925
151,"City Hall",2025,0,534.2257
152,"City Hall",2024,0,496.8841
152,"City Hall",2025,0,525.5224
153,"City Hall",2024,0,513.7108
153,"City Hall",2025,0,529.175
154,"City Hall",2024,0,528.0861
154,"City Hall",2025,0,563.2009
155,"City Hall",2024,0,581.0744
155,"City Hall",2025,0,496.672
156,"City Hall",2024,0,525.3002
156,"City Hall",2025,0,567.4737
157,"City Hall",2024,0,531.6038
157,"City Hall",2025,0,514.2051
158,"City Hall",2024,0,554.202
158,"City Hall",2025,0,522.0836
159,"City Hall",2024,0,508.5619
159,"City Hall",2025,0,544.3455
160,"City Hall",2024,0,529.0992
160,"City Hall",2025,0,506.1749
161,"City Hall",2024,0,482.2843
161,"City Hall",2025,0,530.7363
162,"City Hall",2024,0,560.8906
162,"City Hall",2025,0,482.7147
163,"City Hall",2024,0,489.52
163,"City Hall",2025,0,565.8957
164,"City Hall",2024,0,562.2308
164,"City Hall",2025,0,551.5478
165,"City Hall",2024,0,527.9561
165,"City Hall",2025,0,537.046
166,"City Hall",2024,0,538.2211
166,"City Hall",2025,0,505.6457
167,"City Hall",2024,0,532.4468
167,"City Hall",2025,0,487.5564
168,"City Hall",2024,0,498.7662
168,"City Hall",2025,0,552.3632
169,"City Hall",2024,0,496.508
169,"City Hall",2025,0,527.992
170,"City Hall",2024,0,497.3006
170,"City Hall",2025,0,525.2592
171,"City Hall",2024,0,520.2925
171,"City Hall",2025,0,573.1976
172,"City Hall",2024,0,513.0035
172,"City Hall",2025,0,549.0206
173,"City Hall",2024,0,535.6839
173,"City Hall",2025,0,499.953
174,"City Hall",2024,0,521.5892
174,"City Hall",2025,0,545.9773
175,"City Hall",2024,0,527.4754
175,"City Hall",2025,0,513.0881
176,"City Hall",2024,0,517.178
176,"City Hall",2025,0,528.2218
177,"City Hall",2024,0,502.706
177,"City Hall",2025,0,513.4784
178,"City Hall",2024,0,539.4973
178,"City Hall",2025,0,546.9554
179,"City Hall",2024,0,537.0736
179,"City Hall",2025,0,534.3169
180,"City Hall",2024,0,501.4623
180,"City Hall",2025,0,522.1306
181,"City Hall",2024,0,519.0639
181,"City Hall",2025,0,539.6259
182,"City Hall",2024,0,572.8229
182,"City Hall",2025,0,531.8893
183,"City Hall",2024,0,522.1559
183,"City Hall",2025,0,503.7882
184,"City Hall",2024,0,515.9194
184,"City Hall",2025,0,508.0133
185,"City Hall",2024,0,523.0309
185,"City Hall",2025,0,510.8486
186,"City Hall",2024,0,541.9904
186,"City Hall",2025,0,529.4363
187,"City Hall",2024,0,546.9614
187,"City Hall",2025,0,470.0319
188,"City Hall",2024,0,529.4554
188,"City Hall",2025,0,523.0142
189,"City Hall",2024,0,547.8026
189,"City Hall",2025,0,551.7822
190,"City Hall",2024,0,530.4624
190,"City Hall",2025,0,567.7432
191,"City Hall",2024,0,502.7227
191,"City Hall",2025,0,530.6316
192,"City Hall",2024,0,506.8917
192,"City Hall",2025,0,474.9879
193,"City Hall",2024,0,561.8678
193,"City Hall",2025,0,516.8633
194,"City Hall",2024,0,535.0801
194,"City Hall",2025,0,527.5721
195,"City Hall",2024,0,553.6037
195,"City Hall",2025,0,551.0698
196,"City Hall",2024,0,510.8231
196,"City Hall",2025,0,533.1047
197,"City Hall",2024,0,557.4819
197,"City Hall",2025,0,498.0878
198,"City Hall",2024,0,485.3019
198,"City Hall",2025,0,531.0767
199,"City Hall",2024,0,534.6514
199,"City Hall",2025,0,546.3063
200,"City Hall",2024,0,525.739
200,"City Hall",2025,0,540.1879
201,"City Hall",2024,0,536.2365
201,"City Hall",2025,0,532.4681
202,"City Hall",2024,0,539.2265
202,"City Hall",2025,0,543.3121
203,"City Hall",2024,0,523.243
203,"City Hall",2025,0,574.2366
204,"City Hall",2024,0,542.0557
204,"City Hall",2025,0,520.3608
205,"City Hall",2024,0,521.9635
205,"City Hall",2025,0,530.6295
206,"City Hall",2024,0,570.4187
206,"City Hall",2025,0,547.7811
207,"City Hall",2024,0,529.655
207,"City Hall",2025,0,505.2564
208,"City Hall",2024,0,524.9097
208,"City Hall",2025,0,509.2521
209,"City Hall",2024,0,530.4388
209,"City Hall",2025,0,535.8659
210,"City Hall",2024,0,485.7908
210,"City Hall",2025,0,556.7073
211,"City Hall",2024,0,491.713
211,"City Hall",2025,0,501.0816
212,"City Hall",2024,0,517.0359
212,"City Hall",2025,0,542.8217
213,"City Hall",2024,0,561.6656
213,"City Hall",2025,0,534.8001
214,"City Hall",2024,0,500.4735
214,"City Hall",2025,0,531.877
215,"City Hall",2024,0,524.3505
215,"City Hall",2025,0,527.6569
216,"City Hall",2024,0,540.9736
216,"City Hall",2025,0,527.7137
217,"City Hall",2024,0,520.9462
217,"City Hall",2025,0,521.4136
218,"City Hall",2024,0,487.7338
218,"City Hall",2025,0,547.8585
219,"City Hall",2024,0,496.9629
219,"City Hall",2025,0,512.085
220,"City Hall",2024,0,504.43
220,"City Hall",2025,0,517.1071
221,"City Hall",2024,0,539.7607
221,"City Hall",2025,0,517.4948
222,"City Hall",2024,0,546.2535
222,"City Hall",2025,0,525.7183
223,"City Hall",2024,0,542.0298
223,"City Hall",2025,0,504.558
224,"City Hall",2024,0,548.6409
224,"City Hall",2025,0,541.1995
225,"City Hall",2024,0,505.0227
225,"City Hall",2025,0,500.8297
226,"City Hall",2024,0,540.6158
226,"City Hall",2025,0,526.8998
227,"City Hall",2024,0,515.0551
227,"City Hall",2025,0,526.7724
228,"City Hall",2024,0,516.105
228,"City Hall",2025,0,576.827
229,"City Hall",2024,0,537.2585
229,"City Hall",2025,0,505.2041
230,"City Hall",2024,0,517.6144
230,"City Hall",2025,0,543.7997
231,"City Hall",2024,0,552.446
231,"City Hall",2025,0,548.3517
232,"City Hall",2024,0,528.3778
232,"City Hall",2025,0,524.7065
233,"City Hall",2024,0,516.7186
233,"City Hall",2025,0,513.8538
234,"City Hall",2024,0,538.0941
234,"City Hall",2025,0,525.1115
235,"City Hall",2024,0,524.8702
235,"City Hall",2025,0,569.5764
236,"City Hall",2024,0,520.8837
236,"City Hall",2025,0,551.0114
237,"City Hall",2024,0,574.6768
237,"City Hall",2025,0,594.4793
238,"City Hall",2024,0,561.1342
238,"City Hall",2025,0,524.2474
239,"City Hall",2024,0,498.9673
239,"City Hall",2025,0,525.9172
240,"City Hall",2024,0,520.306
240,"City Hall",2025,0,550.2338
241,"City Hall",2024,0,489.6241
241,"City Hall",2025,0,487.7206
242,"City Hall",2024,0,548.2891
242,"City Hall",2025,0,510.7465
243,"City Hall",2024,0,538.4724
243,"City Hall",2025,0,527.3351
244,"City Hall",2024,0,577.9239
244,"City Hall",2025,0,543.7737
245,"City Hall",2024,0,496.7211
245,"City Hall",2025,0,518.3243
246,"City Hall",2024,0,532.8109
246,"City Hall",2025,0,529.8947
247,"City Hall",2024,0,568.9888
247,"City Hall",2025,0,548.4549
248,"City Hall",2024,0,480.0685
248,"City Hall",2025,0,548.4371
249,"City Hall",2024,0,513.0829
249,"City Hall",2025,0,605.8575
250,"City Hall",2024,0,501.3424
250,"City Hall",2025,0,521.5231
251,"City Hall",2024,0,545.155
251,"City Hall",2025,0,562.5278
252,"City Hall",2024,0,508.567
252,"City Hall",2025,0,535.2477
253,"City Hall",2024,0,485.179
253,"City Hall",2025,0,542.9103
254,"City Hall",2024,0,564.7945
254,"City Hall",2025,0,556.2564
255,"City Hall",2024,0,552.0629
255,"City Hall",2025,0,503.9676
256,"City Hall",2024,0,540.2758
256,"City Hall",2025,0,569.726
257,"City Hall",2024,0,555.0691
257,"City Hall",2025,0,552.2468
258,"City Hall",2024,0,622.2278
258,"City Hall",2025,0,545.5309
259,"City Hall",2024,0,491.3047
259,"City Hall",2025,0,519.2271
260,"City Hall",2024,0,475.6491
260,"City Hall",2025,0,520.8553
261,"City Hall",2024,0,543.2417
261,"City Hall",2025,0,519.0314
262,"City Hall",2024,0,551.1544
262,"City Hall",2025,0,478.692
263,"City Hall",2024,0,513.9922
263,"City Hall",2025,0,536.6663
264,"City Hall",2024,0,532.7445
264,"City Hall",2025,0,524.9955
265,"City Hall",2024,0,494.0766
265,"City Hall",2025,0,515.0163
266,"City Hall",2024,0,451.9395
266,"City Hall",2025,0,537.2126
267,"City Hall",2024,0,520.6431
267,"City Hall",2025,0,552.6277
268,"City Hall",2024,0,527.3372
268,"City Hall",2025,0,499.4762
269,"City Hall",2024,0,482.1212
269,"City Hall",2025,0,488.8793
270,"City Hall",2024,0,522.4738
270,"City Hall",2025,0,542.8539
271,"City Hall",2024,0,524.7175
271,"City Hall",2025,0,510.6147
272,"City Hall",2024,0,502.0046
272,"City Hall",2025,0,540.1856
273,"City Hall",2024,0,534.1395
273,"City Hall",2025,0,531.8384
274,"City Hall",2024,0,520.7563
274,"City Hall",2025,0,531.5284
275,"City Hall",2024,0,477.5321
275,"City Hall",2025,0,524.4446
276,"City Hall",2024,0,571.2377
276,"City Hall",2025,0,523.2017
277,"City Hall",2024,0,525.6065
277,"City Hall",2025,0,509.1782
278,"City Hall",2024,0,552.11
278,"City Hall",2025,0,567.7466
279,"City Hall",2024,0,480.5381
279,"City Hall",2025,0,489.0445
280,"City Hall",2024,0,594.2681
280,"City Hall",2025,0,566.7825
281,"City Hall",2024,0,538.0041
281,"City Hall",2025,0,483.4221
282,"City Hall",2024,0,532.4537
282,"City Hall",2025,0,557.674
283,"City Hall",2024,0,515.4219
283,"City Hall",2025,0,520.0129
284,"City Hall",2024,0,511.9765
284,"City Hall",2025,0,547.1437
285,"City Hall",2024,0,521.753
285,"City Hall",2025,0,529.6899
286,"City Hall",2024,0,535.8286
286,"City Hall",2025,0,495.827
287,"City Hall",2024,0,515.8203
287,"City Hall",2025,0,574.4658
288,"City Hall",2024,0,532.778
288,"City Hall",2025,0,517.9075
289,"City Hall",2024,0,527.7564
289,"City Hall",2025,0,526.8024
290,"City Hall",2024,0,548.2202
290,"City Hall",2025,0,540.1234
291,"City Hall",2024,0,511.765
291,"City Hall",2025,0,526.6639
292,"City Hall",2024,0,478.7028
292,"City Hall",2025,0,589.6439
293,"City Hall",2024,0,515.127
293,"City Hall",2025,0,525.4641
294,"City Hall",2024,0,527.1658
294,"City Hall",2025,0,543.7507
295,"City Hall",2024,0,562.5176
295,"City Hall",2025,0,576.288
296,"City Hall",2024,0,521.2939
296,"City Hall",2025,0,525.4185
297,"City Hall",2024,0,540.5574
297,"City Hall",2025,0,500.4922
298,"City Hall",2024,0,507.7296
298,"City Hall",2025,0,501.1161
299,"City Hall",2024,0,499.506
299,"City Hall",2025,0,537.8032
300,"City Hall",2024,0,558.3084
300,"City Hall",2025,0,542.1938
301,"City Hall",2024,0,552.921
301,"City Hall",2025,0,534.253
302,"City Hall",2024,0,587.2216
302,"City Hall",2025,0,525.7209
303,"City Hall",2024,0,561.3239
303,"City Hall",2025,0,521.2466
304,"City Hall",2024,0,512.4755
304,"City Hall",2025,0,538.1385
305,"City Hall",2024,0,540.8508
305,"City Hall",2025,0,545.1982
306,"City Hall",2024,0,519.6136
306,"City Hall",2025,0,543.8032
307,"City Hall",2024,0,516.1237
307,"City Hall",2025,0,497.6973
308,"City Hall",2024,0,491.2604
308,"City Hall",2025,0,561.2986
309,"City Hall",2024,0,520.3225
309,"City Hall",2025,0,563.7998
310,"City Hall",2024,0,519.1304
310,"City Hall",2025,0,488.4066
311,"City Hall",2024,0,572.1776
311,"City Hall",2025,0,537.8568
312,"City Hall",2024,0,521.352
312,"City Hall",2025,0,494.9359
313,"City Hall",2024,0,510.651
313,"City Hall",2025,0,557.727
314,"City Hall",2024,0,468.7033
314,"City Hall",2025,0,557.127
315,"City Hall",2024,0,484.4615
315,"City Hall",2025,0,518.4404
316,"City Hall",2024,0,572.643
316,"City Hall",2025,0,544.1086
317,"City Hall",2024,0,475.3419
317,"City Hall",2025,0,535.0728
318,"City Hall",2024,0,502.6273
318,"City Hall",2025,0,510.4136
319,"City Hall",2024,0,515.5311
319,"City Hall",2025,0,523.9474
320,"City Hall",2024,0,521.8375
320,"City Hall",2025,0,502.2809
321,"City Hall",2024,0,514.55
321,"City Hall",2025,0,488.9552
322,"City Hall",2024,0,515.253
322,"City Hall",2025,0,554.0182
323,"City Hall",2024,0,520.286
323,"City Hall",2025,0,526.2692
324,"City Hall",2024,0,515.7246
324,"City Hall",2025,0,490.1878
325,"City Hall",2024,0,541.5127
325,"City Hall",2025,0,545.1186
326,"City Hall",2024,0,507.5984
326,"City Hall",2025,0,495.1378
327,"City Hall",2024,0,559.7728
327,"City Hall",2025,0,541.6744
328,"City Hall",2024,0,511.0387
328,"City Hall",2025,0,542.2268
329,"City Hall",2024,0,492.7047
329,"City Hall",2025,0,513.8767
330,"City Hall",2024,0,493.7714
330,"City Hall",2025,0,538.6094
331,"City Hall",2024,0,536.6077
331,"City Hall",2025,0,560.7429
332,"City Hall",2024,0,521.0539
332,"City Hall",2025,0,556.2899
333,"City Hall",2024,0,497.1534
333,"City Hall",2025,0,548.4749
334,"City Hall",2024,0,555.634
334,"City Hall",2025,0,517.9732
335,"City Hall",2024,0,561.375
335,"City Hall",2025,0,549.0032
336,"City Hall",2024,0,481.9343
336,"City Hall",2025,0,529.3698
337,"City Hall",2024,0,530.729
337,"City Hall",2025,0,537.7549
338,"City Hall",2024,0,508.2657
338,"City Hall",2025,0,526.2397
339,"City Hall",2024,0,541.6597
339,"City Hall",2025,0,530.0402
340,"City Hall",2024,0,526.6484
340,"City Hall",2025,0,515.3805
341,"City Hall",2024,0,507.0482
341,"City Hall",2025,0,525.3273
342,"City Hall",2024,0,541.927
342,"City Hall",2025,0,530.0906
343,"City Hall",2024,0,523.1967
343,"City Hall",2025,0,492.7477
344,"City Hall",2024,0,503.1523
344,"City Hall",2025,0,568.2356
345,"City Hall",2024,0,576.1614
345,"City Hall",2025,0,522.9541
346,"City Hall",2024,0,559.267
346,"City Hall",2025,0,485.2575
347,"City Hall",2024,0,521.5313
347,"City Hall",2025,0,540.908
348,"City Hall",2024,0,520.6891
348,"City Hall",2025,0,528.1143
349,"City Hall",2024,0,565.4048
349,"City Hall",2025,0,537.5107
350,"City Hall",2024,0,490.9849
350,"City Hall",2025,0,530.8922
351,"City Hall",2024,0,545.7765
351,"City Hall",2025,0,518.7242
352,"City Hall",2024,0,520.433
352,"City Hall",2025,0,541.9553
353,"City Hall",2024,0,523.9553
353,"City Hall",2025,0,510.4307
354,"City Hall",2024,0,537.2588
354,"City Hall",2025,0,580.3709
355,"City Hall",2024,0,561.5955
355,"City Hall",2025,0,486.3935
356,"City Hall",2024,0,521.1238
356,"City Hall",2025,0,540.5708
357,"City Hall",2024,0,527.782
357,"City Hall",2025,0,525.704
358,"City Hall",2024,0,510.5987
358,"City Hall",2025,0,492.1059
359,"City Hall",2024,0,534.3204
359,"City Hall",2025,0,546.5717
360,"City Hall",2024,0,547.1274
360,"City Hall",2025,0,506.6107
361,"City Hall",2024,0,510.0226
361,"City Hall",2025,0,523.9799
362,"City Hall",2024,0,472.8534
362,"City Hall",2025,0,493.1403
363,"City Hall",2024,0,538.9512
363,"City Hall",2025,0,475.6625
364,"City Hall",2024,0,527.1772
364,"City Hall",2025,0,564.4246
365,"City Hall",2024,0,523.3636
365,"City Hall",2025,0,510.4699
366,"City Hall",2024,0,557.235
366,"City Hall",2025,0,521.9184
367,"City Hall",2024,0,537.572
367,"City Hall",2025,0,577.3861
368,"City Hall",2024,0,538.7524
368,"City Hall",2025,0,546.5701
369,"City Hall",2024,0,493.422
369,"City Hall",2025,0,569.337
370,"City Hall",2024,0,535.6395
370,"City Hall",2025,0,483.2138
371,"City Hall",2024,0,542.6669
371,"City Hall",2025,0,570.3183
372,"City Hall",2024,0,482.0032
372,"City Hall",2025,0,545.3739
373,"City Hall",2024,0,541.6008
373,"City Hall",2025,0,518.4871
374,"City Hall",2024,0,524.8965
374,"City Hall",2025,0,550.4105
375,"City Hall",2024,0,501.1151
375,"City Hall",2025,0,529.6121
376,"City Hall",2024,0,489.958
376,"City Hall",2025,0,535.1617
377,"City Hall",2024,0,499.0807
377,"City Hall",2025,0,522.441
378,"City Hall",2024,0,490.0624
378,"City Hall",2025,0,520.8371
379,"City Hall",2024,0,491.0984
379,"City Hall",2025,0,515.3699
380,"City Hall",2024,0,557.1284
380,"City Hall",2025,0,503.5311
381,"City Hall",2024,0,503.4634
381,"City Hall",2025,0,550.9799
382,"City Hall",2024,0,530.348
382,"City Hall",2025,0,593.8678
383,"City Hall",2024,0,575.4343
383,"City Hall",2025,0,553.5337
384,"City Hall",2024,0,517.6116
384,"City Hall",2025,0,527.4818
385,"City Hall",2024,0,535.5668
385,"City Hall",2025,0,491.0226
386,"City Hall",2024,0,493.4227
386,"City Hall",2025,0,535.586
387,"City Hall",2024,0,533.1124
387,"City Hall",2025,0,559.6364
388,"City Hall",2024,0,557.5638
388,"City Hall",2025,0,523.7813
389,"City Hall",2024,0,545.0853
389,"City Hall",2025,0,582.7548
390,"City Hall",2024,0,530.3428
390,"City Hall",2025,0,516.9246
