id,district,year,treat,soda
18,"City Hall",2021,0,483.3901
18,"City Hall",2022,0,522.4393
18,"City Hall",2023,0,471.6332
18,"City Hall",2024,0,563.7578
18,"City Hall",2025,0,566.739
19,"City Hall",2021,0,510.3346
19,"City Hall",2022,0,507.6574
19,"City Hall",2023,0,504.7306
19,"City Hall",2024,0,482.8952
19,"City Hall",2025,0,493.5507
20,"City Hall",2021,0,499.0396
20,"City Hall",2022,0,498.4334
20,"City Hall",2023,0,536.7043
20,"City Hall",2024,0,535.2816
20,"City Hall",2025,0,528.1954
21,"City Hall",2021,0,484.0829
21,"City Hall",2022,0,475.4468
21,"City Hall",2023,0,499.9219
21,"City Hall",2024,0,552.1749
21,"City Hall",2025,0,514.2275
22,"City Hall",2021,0,493.9572
22,"City Hall",2022,0,527.0472
22,"City Hall",2023,0,516.3073
22,"City Hall",2024,0,594.429
22,"City Hall",2025,0,503.0059
23,"City Hall",2021,0,514.0322
23,"City Hall",2022,0,510.1633
23,"City Hall",2023,0,534.817
23,"City Hall",2024,0,492.7939
23,"City Hall",2025,0,492.6034
24,"City Hall",2021,0,482.5133
24,"City Hall",2022,0,530.1131
24,"City Hall",2023,0,529.3954
24,"City Hall",2024,0,537.8207
24,"City Hall",2025,0,534.037
25,"City Hall",2021,0,523.9784
25,"City Hall",2022,0,517.1006
25,"City Hall",2023,0,516.338
25,"City Hall",2024,0,498.9515
25,"City Hall",2025,0,520.9428
26,"City Hall",2021,0,521.6219
26,"City Hall",2022,0,540.1769
26,"City Hall",2023,0,487.6508
26,"City Hall",2024,0,536.8023
26,"City Hall",2025,0,540.5806
27,"City Hall",2021,0,522.6364
27,"City Hall",2022,0,501.4095
27,"City Hall",2023,0,504.2285
27,"City Hall",2024,0,516.733
27,"City Hall",2025,0,541.682
28,"City Hall",2021,0,557.1629
28,"City Hall",2022,0,524.5544
28,"City Hall",2023,0,524.3582
28,"City Hall",2024,0,590.0538
28,"City Hall",2025,0,527.0531
29,"City Hall",2021,0,530.3757
29,"City Hall",2022,0,480.8595
29,"City Hall",2023,0,524.0338
29,"City Hall",2024,0,503.7968
29,"City Hall",2025,0,495.6658
30,"City Hall",2021,0,513.5089
30,"City Hall",2022,0,495.8113
30,"City Hall",2023,0,516.3674
30,"City Hall",2024,0,527.2386
30,"City Hall",2025,0,505.7643
31,"City Hall",2021,0,487.6535
31,"City Hall",2022,0,483.3467
31,"City Hall",2023,0,522.6915
31,"City Hall",2024,0,535.6819
31,"City Hall",2025,0,525.9238
32,"City Hall",2021,0,464.6262
32,"City Hall",2022,0,493.5217
32,"City Hall",2023,0,537.608
32,"City Hall",2024,0,519.6361
32,"City Hall",2025,0,523.3976
33,"City Hall",2021,0,506.0196
33,"City Hall",2022,0,508.6447
33,"City Hall",2023,0,560.0909
33,"City Hall",2024,0,537.3548
33,"City Hall",2025,0,571.4242
34,"City Hall",2021,0,518.2577
34,"City Hall",2022,0,509.6225
34,"City Hall",2023,0,550.3691
34,"City Hall",2024,0,511.6614
34,"City Hall",2025,0,549.3552
35,"City Hall",2021,0,505.8145
35,"City Hall",2022,0,525.1896
35,"City Hall",2023,0,475.9102
35,"City Hall",2024,0,532.3752
35,"City Hall",2025,0,545.4066
36,"City Hall",2021,0,538.0263
36,"City Hall",2022,0,513.0354
36,"City Hall",2023,0,474.1429
36,"City Hall",2024,0,505.6258
36,"City Hall",2025,0,520.1356
37,"City Hall",2021,0,542.2828
37,"City Hall",2022,0,511.6953
37,"City Hall",2023,0,528.8599
37,"City Hall",2024,0,529.3861
37,"City Hall",2025,0,543.2928
38,"City Hall",2021,0,471.6956
38,"City Hall",2022,0,540.6139
38,"City Hall",2023,0,507.2522
38,"City Hall",2024,0,495.7542
38,"City Hall",2025,0,545.6402
39,"City Hall",2021,0,499.965
39,"City Hall",2022,0,520.9474
39,"City Hall",2023,0,479.2872
39,"City Hall",2024,0,494.8382
39,"City Hall",2025,0,546.7093
40,"City Hall",2021,0,510.6595
40,"City Hall",2022,0,518.0062
40,"City Hall",2023,0,534.8992
40,"City Hall",2024,0,553.7422
40,"City Hall",2025,0,543.3251
41,"City Hall",2021,0,517.6255
41,"City Hall",2022,0,481.226
41,"City Hall",2023,0,511.3533
41,"City Hall",2024,0,474.7812
41,"City Hall",2025,0,510.6181
42,"City Hall",2021,0,508.1643
42,"City Hall",2022,0,521.3126
42,"City Hall",2023,0,502.6475
42,"City Hall",2024,0,545.5395
42,"City Hall",2025,0,534.0817
43,"City Hall",2021,0,485.8552
43,"City Hall",2022,0,506.1913
43,"City Hall",2023,0,564.855
43,"City Hall",2024,0,543.2078
43,"City Hall",2025,0,483.6452
44,"City Hall",2021,0,533.6172
44,"City Hall",2022,0,500.1453
44,"City Hall",2023,0,478.7659
44,"City Hall",2024,0,486.1826
44,"City Hall",2025,0,571.1185
45,"City Hall",2021,0,504.9667
45,"City Hall",2022,0,519.7062
45,"City Hall",2023,0,548.5546
45,"City Hall",2024,0,507.9104
45,"City Hall",2025,0,557.0112
46,"City Hall",2021,0,498.491
46,"City Hall",2022,0,513.5654
46,"City Hall",2023,0,566.9587
46,"City Hall",2024,0,544.9888
46,"City Hall",2025,0,535.476
47,"City Hall",2021,0,471.2195
47,"City Hall",2022,0,504.9221
47,"City Hall",2023,0,496.6453
47,"City Hall",2024,0,491.456
47,"City Hall",2025,0,554.499
48,"City Hall",2021,0,524.8481
48,"City Hall",2022,0,511.7682
48,"City Hall",2023,0,492.9286
48,"City Hall",2024,0,558.4981
48,"City Hall",2025,0,552.2561
49,"City Hall",2021,0,467.6946
49,"City Hall",2022,0,510.2607
49,"City Hall",2023,0,528.9478
49,"City Hall",2024,0,549.9614
49,"City Hall",2025,0,562.2795
50,"City Hall",2021,0,474.3089
50,"City Hall",2022,0,519.9504
50,"City Hall",2023,0,496.105
50,"City Hall",2024,0,529.1098
50,"City Hall",2025,0,511.4966
51,"City Hall",2021,0,544.3346
51,"City Hall",2022,0,478.9014
51,"City Hall",2023,0,537.9409
51,"City Hall",2024,0,534.1334
51,"City Hall",2025,0,578.926
52,"City Hall",2021,0,515.7446
52,"City Hall",2022,0,514.027
52,"City Hall",2023,0,518.6019
52,"City Hall",2024,0,552.1819
52,"City Hall",2025,0,511.6329
53,"City Hall",2021,0,498.9538
53,"City Hall",2022,0,470.4779
53,"City Hall",2023,0,484.8105
53,"City Hall",2024,0,504.1297
53,"City Hall",2025,0,515.0693
54,"City Hall",2021,0,539.317
54,"City Hall",2022,0,519.3112
54,"City Hall",2023,0,489.9492
54,"City Hall",2024,0,515.7086
54,"City Hall",2025,0,490.344
55,"City Hall",2021,0,478.8643
55,"City Hall",2022,0,557.9313
55,"City Hall",2023,0,495.8321
55,"City Hall",2024,0,532.7016
55,"City Hall",2025,0,526.2116
56,"City Hall",2021,0,486.6063
56,"City Hall",2022,0,522.5424
56,"City Hall",2023,0,540.3082
56,"City Hall",2024,0,528.5515
56,"City Hall",2025,0,510.5604
57,"City Hall",2021,0,516.9177
57,"City Hall",2022,0,516.7415
57,"City Hall",2023,0,519.1056
57,"City Hall",2024,0,496.4461
57,"City Hall",2025,0,574.2266
58,"City Hall",2021,0,478.7046
58,"City Hall",2022,0,453.7499
58,"City Hall",2023,0,496.855
58,"City Hall",2024,0,509.4664
58,"City Hall",2025,0,534.0001
59,"City Hall",2021,0,510.5598
59,"City Hall",2022,0,490.3801
59,"City Hall",2023,0,541.7065
59,"City Hall",2024,0,482.2681
59,"City Hall",2025,0,523.7268
60,"City Hall",2021,0,489.1458
60,"City Hall",2022,0,518.0577
60,"City Hall",2023,0,532.7703
60,"City Hall",2024,0,500.7654
60,"City Hall",2025,0,552.1206
61,"City Hall",2021,0,503.185
61,"City Hall",2022,0,554.3857
61,"City Hall",2023,0,562.4249
61,"City Hall",2024,0,520.0129
61,"City Hall",2025,0,514.6321
62,"City Hall",2021,0,514.2459
62,"City Hall",2022,0,514.6597
62,"City Hall",2023,0,529.1496
62,"City Hall",2024,0,559.4988
62,"City Hall",2025,0,483.0453
63,"City Hall",2021,0,542.0823
63,"City Hall",2022,0,521.5725
63,"City Hall",2023,0,548.0353
63,"City Hall",2024,0,562.1048
63,"City Hall",2025,0,554.6469
64,"City Hall",2021,0,484.9901
64,"City Hall",2022,0,467.5479
64,"City Hall",2023,0,538.5272
64,"City Hall",2024,0,499.9733
64,"City Hall",2025,0,510.3638
65,"City Hall",2021,0,496.4236
65,"City Hall",2022,0,490.6085
65,"City Hall",2023,0,540.386
65,"City Hall",2024,0,509.5192
65,"City Hall",2025,0,572.2291
66,"City Hall",2021,0,560.311
66,"City Hall",2022,0,497.5509
66,"City Hall",2023,0,542.2684
66,"City Hall",2024,0,493.8899
66,"City Hall",2025,0,564.533
67,"City Hall",2021,0,516.6616
67,"City Hall",2022,0,463.9214
67,"City Hall",2023,0,534.3089
67,"City Hall",2024,0,503.0236
67,"City Hall",2025,0,559.5497
68,"City Hall",2021,0,475.8232
68,"City Hall",2022,0,482.8494
68,"City Hall",2023,0,492.7533
68,"City Hall",2024,0,497.8852
68,"City Hall",2025,0,565.2142
69,"City Hall",2021,0,509.9435
69,"City Hall",2022,0,498.5223
69,"City Hall",2023,0,537.8798
69,"City Hall",2024,0,530.1161
69,"City Hall",2025,0,519.5804
70,"City Hall",2021,0,531.2221
70,"City Hall",2022,0,541.6481
70,"City Hall",2023,0,531.5382
70,"City Hall",2024,0,530.1234
70,"City Hall",2025,0,494.6038
71,"City Hall",2021,0,507.9492
71,"City Hall",2022,0,468.8049
71,"City Hall",2023,0,540.1563
71,"City Hall",2024,0,493.1554
71,"City Hall",2025,0,509.9383
72,"City Hall",2021,0,545.9478
72,"City Hall",2022,0,527.6568
72,"City Hall",2023,0,496.2627
72,"City Hall",2024,0,524.1767
72,"City Hall",2025,0,528.522
73,"City Hall",2021,0,509.8405
73,"City Hall",2022,0,499.2096
73,"City Hall",2023,0,504.1999
73,"City Hall",2024,0,511.9513
73,"City Hall",2025,0,517.5302
74,"City Hall",2021,0,493.427
74,"City Hall",2022,0,544.0161
74,"City Hall",2023,0,531.0643
74,"City Hall",2024,0,562.5056
74,"City Hall",2025,0,510.4522
75,"City Hall",2021,0,459.3157
75,"City Hall",2022,0,481.5512
75,"City Hall",2023,0,569.6144
75,"City Hall",2024,0,518.3425
75,"City Hall",2025,0,554.1459
76,"City Hall",2021,0,490.6411
76,"City Hall",2022,0,513.6688
76,"City Hall",2023,0,530.6984
76,"City Hall",2024,0,519.983
76,"City Hall",2025,0,516.0726
77,"City Hall",2021,0,551.1059
77,"City Hall",2022,0,510.5996
77,"City Hall",2023,0,506.144
77,"City Hall",2024,0,549.7346
77,"City Hall",2025,0,519.7796
78,"City Hall",2021,0,513.1029
78,"City Hall",2022,0,518.7851
78,"City Hall",2023,0,531.4706
78,"City Hall",2024,0,506.8364
78,"City Hall",2025,0,512.1424
79,"City Hall",2021,0,546.7758
79,"City Hall",2022,0,485.3116
79,"City Hall",2023,0,559.3694
79,"City Hall",2024,0,515.0213
79,"City Hall",2025,0,523.7035
80,"City Hall",2021,0,496.526
80,"City Hall",2022,0,521.1934
80,"City Hall",2023,0,482.6653
80,"City Hall",2024,0,548.2012
80,"City Hall",2025,0,531.5247
81,"City Hall",2021,0,514.5958
81,"City Hall",2022,0,498.1551
81,"City Hall",2023,0,515.8593
81,"City Hall",2024,0,520.3895
81,"City Hall",2025,0,542.4332
82,"City Hall",2021,0,588.2319
82,"City Hall",2022,0,485.6102
82,"City Hall",2023,0,472.2217
82,"City Hall",2024,0,542.1868
82,"City Hall",2025,0,533.5595
83,"City Hall",2021,0,475.6762
83,"City Hall",2022,0,520.6335
83,"City Hall",2023,0,498.9167
83,"City Hall",2024,0,517.0738
83,"City Hall",2025,0,506.9526
84,"City Hall",2021,0,493.5056
84,"City Hall",2022,0,524.3002
84,"City Hall",2023,0,508.3738
84,"City Hall",2024,0,545.5971
84,"City Hall",2025,0,556.5405
85,"City Hall",2021,0,514.0179
85,"City Hall",2022,0,536.5953
85,"City Hall",2023,0,480.6419
85,"City Hall",2024,0,506.2513
85,"City Hall",2025,0,545.8779
86,"City Hall",2021,0,471.5723
86,"City Hall",2022,0,492.7878
86,"City Hall",2023,0,523.0817
86,"City Hall",2024,0,553.8639
86,"City Hall",2025,0,562.2927
87,"City Hall",2021,0,460.6861
87,"City Hall",2022,0,487.466
87,"City Hall",2023,0,533.4161
87,"City Hall",2024,0,479.631
87,"City Hall",2025,0,554.8209
88,"City Hall",2021,0,503.0318
88,"City Hall",2022,0,511.416
88,"City Hall",2023,0,509.5167
88,"City Hall",2024,0,555.101
88,"City Hall",2025,0,546.7735
89,"City Hall",2021,0,503.9375
89,"City Hall",2022,0,533.6399
89,"City Hall",2023,0,506.0112
89,"City Hall",2024,0,491.0224
89,"City Hall",2025,0,535.7417
90,"City Hall",2021,0,495.9681
90,"City Hall",2022,0,491.8957
90,"City Hall",2023,0,471.3874
90,"City Hall",2024,0,551.8273
90,"City Hall",2025,0,537.463
91,"City Hall",2021,0,514.436
91,"City Hall",2022,0,528.7873
91,"City Hall",2023,0,510.6743
91,"City Hall",2024,0,497.823
91,"City Hall",2025,0,522.1808
92,"City Hall",2021,0,492.5734
92,"City Hall",2022,0,511.1404
92,"City Hall",2023,0,547.4835
92,"City Hall",2024,0,543.1824
92,"City Hall",2025,0,550.9933
93,"City Hall",2021,0,505.6542
93,"City Hall",2022,0,519.563
93,"City Hall",2023,0,518.0649
93,"City Hall",2024,0,509.4391
93,"City Hall",2025,0,487.1024
94,"City Hall",2021,0,508.0194
94,"City Hall",2022,0,485.4031
94,"City Hall",2023,0,507.3165
94,"City Hall",2024,0,540.4131
94,"City Hall",2025,0,525.0172
95,"City Hall",2021,0,556.3297
95,"City Hall",2022,0,486.3318
95,"City Hall",2023,0,471.7527
95,"City Hall",2024,0,511.252
95,"City Hall",2025,0,473.9042
96,"City Hall",2021,0,459.31
96,"City Hall",2022,0,536.6824
96,"City Hall",2023,0,507.7732
96,"City Hall",2024,0,557.9854
96,"City Hall",2025,0,505.9874
97,"City Hall",2021,0,530.8939
97,"City Hall",2022,0,528.4622
97,"City Hall",2023,0,504.7789
97,"City Hall",2024,0,539.9353
97,"City Hall",2025,0,575.98
98,"City Hall",2021,0,511.2155
98,"City Hall",2022,0,532.6807
98,"City Hall",2023,0,508.3542
98,"City Hall",2024,0,508.1509
98,"City Hall",2025,0,521.0517
99,"City Hall",2021,0,501.8473
99,"City Hall",2022,0,519.6447
99,"City Hall",2023,0,525.5189
99,"City Hall",2024,0,549.2345
99,"City Hall",2025,0,539.105
100,"City Hall",2021,0,473.5523
100,"City Hall",2022,0,478.7438
100,"City Hall",2023,0,566.3014
100,"City Hall",2024,0,544.9001
100,"City Hall",2025,0,492.1762
101,"City Hall",2021,0,510.7934
101,"City Hall",2022,0,534.5184
101,"City Hall",2023,0,538.1868
101,"City Hall",2024,0,545.9
101,"City Hall",2025,0,550.6028
102,"City Hall",2021,0,547.8649
102,"City Hall",2022,0,481.0969
102,"City Hall",2023,0,551.7342
102,"City Hall",2024,0,545.6884
102,"City Hall",2025,0,532.6548
103,"City Hall",2021,0,546.2008
103,"City Hall",2022,0,533.6413
103,"City Hall",2023,0,535.955
103,"City Hall",2024,0,453.4939
103,"City Hall",2025,0,498.393
104,"City Hall",2021,0,533.1583
104,"City Hall",2022,0,488.1219
104,"City Hall",2023,0,544.23
104,"City Hall",2024,0,571.7029
104,"City Hall",2025,0,559.0588
105,"City Hall",2021,0,526.309
105,"City Hall",2022,0,497.0466
105,"City Hall",2023,0,519.4095
105,"City Hall",2024,0,496.6257
105,"City Hall",2025,0,510.472
106,"City Hall",2021,0,498.4391
106,"City Hall",2022,0,511.9949
106,"City Hall",2023,0,492.8503
106,"City Hall",2024,0,535.718
106,"City Hall",2025,0,530.9017
107,"City Hall",2021,0,484.2184
107,"City Hall",2022,0,518.4393
107,"City Hall",2023,0,552.3982
107,"City Hall",2024,0,546.7639
107,"City Hall",2025,0,547.3574
108,"City Hall",2021,0,528.0803
108,"City Hall",2022,0,482.4493
108,"City Hall",2023,0,548.0114
108,"City Hall",2024,0,534.7894
108,"City Hall",2025,0,511.4526
109,"City Hall",2021,0,522.7533
109,"City Hall",2022,0,486.0608
109,"City Hall",2023,0,497.1362
109,"City Hall",2024,0,567.7565
109,"City Hall",2025,0,540.2
110,"City Hall",2021,0,528.1264
110,"City Hall",2022,0,521.0227
110,"City Hall",2023,0,546.1619
110,"City Hall",2024,0,522.8567
110,"City Hall",2025,0,540.4503
111,"City Hall",2021,0,477.9174
111,"City Hall",2022,0,515.4519
111,"City Hall",2023,0,559.072
111,"City Hall",2024,0,496.6291
111,"City Hall",2025,0,525.6533
112,"City Hall",2021,0,453.2677
112,"City Hall",2022,0,530.8131
112,"City Hall",2023,0,511.0107
112,"City Hall",2024,0,547.7698
112,"City Hall",2025,0,536.0273
113,"City Hall",2021,0,496.2831
113,"City Hall",2022,0,494.0067
113,"City Hall",2023,0,523.6378
113,"City Hall",2024,0,536.2531
113,"City Hall",2025,0,530.9697
114,"City Hall",2021,0,546.5034
114,"City Hall",2022,0,548.7467
114,"City Hall",2023,0,544.7701
114,"City Hall",2024,0,475.6803
114,"City Hall",2025,0,514.8722
115,"City Hall",2021,0,505.8368
115,"City Hall",2022,0,475.5136
115,"City Hall",2023,0,506.064
115,"City Hall",2024,0,516.0281
115,"City Hall",2025,0,511.2803
116,"City Hall",2021,0,549.8105
116,"City Hall",2022,0,478.2455
116,"City Hall",2023,0,466.4461
116,"City Hall",2024,0,515.9022
116,"City Hall",2025,0,533.9981
117,"City Hall",2021,0,517.7902
117,"City Hall",2022,0,507.0091
117,"City Hall",2023,0,558.3266
117,"City Hall",2024,0,529.7621
117,"City Hall",2025,0,506.6668
118,"City Hall",2021,0,495.5495
118,"City Hall",2022,0,552.912
118,"City Hall",2023,0,545.7873
118,"City Hall",2024,0,537.8103
118,"City Hall",2025,0,554.2363
119,"City Hall",2021,0,519.7505
119,"City Hall",2022,0,508.5958
119,"City Hall",2023,0,544.6386
119,"City Hall",2024,0,522.6664
119,"City Hall",2025,0,542.9512
120,"City Hall",2021,0,517.3223
120,"City Hall",2022,0,468.2159
120,"City Hall",2023,0,525.0806
120,"City Hall",2024,0,550.1293
120,"City Hall",2025,0,534.9292
121,"City Hall",2021,0,536.5432
121,"City Hall",2022,0,497.1988
121,"City Hall",2023,0,519.3839
121,"City Hall",2024,0,516.8186
121,"City Hall",2025,0,544.5729
122,"City Hall",2021,0,529.6307
122,"City Hall",2022,0,532.4962
122,"City Hall",2023,0,521.7683
122,"City Hall",2024,0,523.9025
122,"City Hall",2025,0,520.6237
123,"City Hall",2021,0,508.9371
123,"City Hall",2022,0,475.787
123,"City Hall",2023,0,461.2738
123,"City Hall",2024,0,473.6828
123,"City Hall",2025,0,555.3131
124,"City Hall",2021,0,517.8796
124,"City Hall",2022,0,548.2713
124,"City Hall",2023,0,517.6503
124,"City Hall",2024,0,501.0633
124,"City Hall",2025,0,545.123
125,"City Hall",2021,0,477.9916
125,"City Hall",2022,0,517.2193
125,"City Hall",2023,0,535.8612
125,"City Hall",2024,0,548.8266
125,"City Hall",2025,0,572.2783
126,"City Hall",2021,0,510.7523
126,"City Hall",2022,0,492.3721
126,"City Hall",2023,0,523.5671
126,"City Hall",2024,0,493.6201
126,"City Hall",2025,0,513.4308
127,"City Hall",2021,0,521.2974
127,"City Hall",2022,0,529.4273
127,"City Hall",2023,0,509.8819
127,"City Hall",2024,0,513.1159
127,"City Hall",2025,0,543.3163
128,"City Hall",2021,0,555.8164
128,"City Hall",2022,0,470.0999
128,"City Hall",2023,0,536.7051
128,"City Hall",2024,0,543.8111
128,"City Hall",2025,0,566.6485
129,"City Hall",2021,0,525.4584
129,"City Hall",2022,0,485.4783
129,"City Hall",2023,0,542.4877
129,"City Hall",2024,0,508.441
129,"City Hall",2025,0,532.8141
130,"City Hall",2021,0,536.6118
130,"City Hall",2022,0,460.9027
130,"City Hall",2023,0,576.6257
130,"City Hall",2024,0,563.1402
130,"City Hall",2025,0,558.265
131,"City Hall",2021,0,486.5047
131,"City Hall",2022,0,488.1836
131,"City Hall",2023,0,537.7283
131,"City Hall",2024,0,540.4966
131,"City Hall",2025,0,489.1668
132,"City Hall",2021,0,500.2934
132,"City Hall",2022,0,531.7767
132,"City Hall",2023,0,559.707
132,"City Hall",2024,0,532.239
132,"City Hall",2025,0,543.7092
133,"City Hall",2021,0,532.9814
133,"City Hall",2022,0,514.439
133,"City Hall",2023,0,514.1082
133,"City Hall",2024,0,518.8408
133,"City Hall",2025,0,516.0983
134,"City Hall",2021,0,515.1088
134,"City Hall",2022,0,499.4519
134,"City Hall",2023,0,472.4879
134,"City Hall",2024,0,534.2316
134,"City Hall",2025,0,552.043
135,"City Hall",2021,0,518.9238
135,"City Hall",2022,0,493.7517
135,"City Hall",2023,0,543.425
135,"City Hall",2024,0,533.2371
135,"City Hall",2025,0,522.8583
136,"City Hall",2021,0,457.7321
136,"City Hall",2022,0,528.494
136,"City Hall",2023,0,544.3721
136,"City Hall",2024,0,539.2504
136,"City Hall",2025,0,525.9661
137,"City Hall",2021,0,558.7463
137,"City Hall",2022,0,511.1079
137,"City Hall",2023,0,493.0054
137,"City Hall",2024,0,529.2471
137,"City Hall",2025,0,562.6625
138,"City Hall",2021,0,508.1114
138,"City Hall",2022,0,508.5919
138,"City Hall",2023,0,531.4389
138,"City Hall",2024,0,522.6517
138,"City Hall",2025,0,538.207
139,"City Hall",2021,0,541.4628
139,"City Hall",2022,0,465.9325
139,"City Hall",2023,0,497.769
139,"City Hall",2024,0,517.382
139,"City Hall",2025,0,572.3422
140,"City Hall",2021,0,538.0864
140,"City Hall",2022,0,526.0574
140,"City Hall",2023,0,521.0589
140,"City Hall",2024,0,545.1769
140,"City Hall",2025,0,493.8888
141,"City Hall",2021,0,487.8596
141,"City Hall",2022,0,533.3883
141,"City Hall",2023,0,493.9538
141,"City Hall",2024,0,538.1851
141,"City Hall",2025,0,529.6391
142,"City Hall",2021,0,499.5772
142,"City Hall",2022,0,520.9272
142,"City Hall",2023,0,511.2224
142,"City Hall",2024,0,530.5779
142,"City Hall",2025,0,535.657
143,"City Hall",2021,0,517.145
143,"City Hall",2022,0,505.6464
143,"City Hall",2023,0,570.8947
143,"City Hall",2024,0,536.8042
143,"City Hall",2025,0,549.6055
144,"City Hall",2021,0,555.0659
144,"City Hall",2022,0,489.3287
144,"City Hall",2023,0,542.0059
144,"City Hall",2024,0,530.8344
144,"City Hall",2025,0,510.1065
145,"City Hall",2021,0,520.7704
145,"City Hall",2022,0,479.2278
145,"City Hall",2023,0,537.4905
145,"City Hall",2024,0,547.3242
145,"City Hall",2025,0,521.774
146,"City Hall",2021,0,543.4067
146,"City Hall",2022,0,533.3934
146,"City Hall",2023,0,531.7327
146,"City Hall",2024,0,579.2405
146,"City Hall",2025,0,525.4875
147,"City Hall",2021,0,491.113
147,"City Hall",2022,0,512.2513
147,"City Hall",2023,0,542.8588
147,"City Hall",2024,0,584.8718
147,"City Hall",2025,0,537.2646
148,"City Hall",2021,0,535.7418
148,"City Hall",2022,0,464.9877
148,"City Hall",2023,0,521.1818
148,"City Hall",2024,0,519.1045
148,"City Hall",2025,0,506.3672
149,"City Hall",2021,0,544.6255
149,"City Hall",2022,0,497.853
149,"City Hall",2023,0,510.2301
149,"City Hall",2024,0,560.1559
149,"City Hall",2025,0,545.0408
150,"City Hall",2021,0,475.8267
150,"City Hall",2022,0,539.3354
150,"City Hall",2023,0,516.9631
150,"City Hall",2024,0,497.0717
150,"City Hall",2025,0,533.6533
151,"City Hall",2021,0,522.9432
151,"City Hall",2022,0,521.0078
151,"City Hall",2023,0,497.6628
151,"City Hall",2024,0,507.8925
151,"City Hall",2025,0,534.2257
152,"City Hall",2021,0,470.0187
152,"City Hall",2022,0,510.2701
152,"City Hall",2023,0,458.4581
152,"City Hall",2024,0,496.8841
152,"City Hall",2025,0,525.5224
153,"City Hall",2021,0,541.5917
153,"City Hall",2022,0,476.738
153,"City Hall",2023,0,517.3141
153,"City Hall",2024,0,513.7108
153,"City Hall",2025,0,529.175
154,"City Hall",2021,0,512.0264
154,"City Hall",2022,0,531.3126
154,"City Hall",2023,0,518.9004
154,"City Hall",2024,0,528.0861
154,"City Hall",2025,0,563.2009
155,"City Hall",2021,0,479.3066
155,"City Hall",2022,0,501.9918
155,"City Hall",2023,0,484.6094
155,"City Hall",2024,0,581.0744
155,"City Hall",2025,0,496.672
156,"City Hall",2021,0,473.2605
156,"City Hall",2022,0,532.6626
